~/data/indictts/as/wavs-22k/train_assamesemale_04746.wav|দেউতাই উইলত স্পষ্টকৈ সেইখিনি মোৰ নামত লিখি দি গৈছে|1|0
~/data/indictts/as/wavs-22k/train_assamesemale_06715.wav|এই সুৰ বাহিনীৰ যাত্ৰা উদ্বোধন কৰিব কণ্ঠশিল্পী সীমান্ত শেখৰ আৰু জিতেন শৰ্মাই|1|0
~/data/indictts/as/wavs-22k/train_assamesefemale_07892.wav|গতিকে শিক্ষাৰ বাবেও এনে এক পূৰ্ব প্ৰস্তুত পৰি‌ৱেশ এটাত|0|0
~/data/indictts/as/wavs-22k/train_assamesefemale_02223.wav|পাছদিনা পুৱা তাই ছয়াময়াকৈ দেখিলে মূৰত বেণ্ডেজ|0|0
~/data/indictts/as/wavs-22k/train_assamesemale_05430.wav|উতলা ফাগুনৰ পছোৱাৰ দৰে যাব বিচাৰো|1|0
~/data/indictts/as/wavs-22k/train_assamesemale_07040.wav|যাৰ কাৰণেই শাৰীৰিক অবয়ব ভাষা সংস্কৃতি আদিত|1|0
~/data/indictts/as/wavs-22k/train_assamesefemale_06022.wav|ই চুলি মসৃন কৰাৰ লগতে কামো কৰে|0|0
~/data/indictts/as/wavs-22k/train_assamesemale_07831.wav|চন্দনৰ বেছি আছে নে হাইমাৰ বেছি আছে|1|0
~/data/indictts/as/wavs-22k/train_assamesefemale_04852.wav|সি এনেও হাৰিব আৰু যদি কেনেবাকৈ পুতু জিকে মই মোৰ সৱ সিদ্ধান্ত হৈ গল|0|0
~/data/indictts/as/wavs-22k/train_assamesefemale_02600.wav|নহলেনো সোণ কিনিবলৈ টকা কত পাওঁহে|0|0
~/data/indictts/as/wavs-22k/train_assamesemale_00138.wav|চম্পাৱতীৰ এনে হোৱা দেখি লাগীৰ হিংসা লাগি|1|0
~/data/indictts/as/wavs-22k/train_assamesefemale_05073.wav|মোৰ তালৈ আহোঁতে শ্ৰী বৰা ডাঙৰীয়াক মই কেতিয়াবাতে খুলি দেখুৱাইছিলোঁ|0|0
~/data/indictts/as/wavs-22k/train_assamesefemale_03265.wav|দলটো নিজৰ নিজৰ ঘৰলৈ গুছি গল|0|0
~/data/indictts/as/wavs-22k/train_assamesemale_06198.wav|যিয়েই এইটো পাইছে তেওঁক মোনাটো ধলপুৰ দাৰোগা থানাত ঘূৰাই দিবলৈ জনোৱা হল|1|0
~/data/indictts/as/wavs-22k/train_assamesefemale_06688.wav|লোকসভাৰ অধ্যাক্ষা বল গৈ এতিয়া উচ্চতম ন্যায়ালৰ মজিয়া পাইছেগৈ|0|0
~/data/indictts/as/wavs-22k/train_assamesefemale_06173.wav|অম্বুৰাম সোমাই যোৱাত নিজৰ আৰামী চকী খন হেলান দি আছিল|0|0
~/data/indictts/as/wavs-22k/train_assamesefemale_04985.wav|এদিন মোক গালি পাৰিছিল তোৰ মগজত ঘিঁউৰ নামে|0|0
~/data/indictts/as/wavs-22k/train_assamesefemale_00706.wav|সিহঁতৰ কথা শুনি সাউদনীয়ে আচৰিত মানি কলে|0|0
~/data/indictts/as/wavs-22k/train_assamesefemale_01208.wav|বামুণে গাহৰিৰ নেজডাল এৰিব নোৱাৰা হল কাৰণ|0|0
~/data/indictts/as/wavs-22k/train_assamesefemale_00660.wav|ধান বঢ়াবলৈ কৈ সোঁ ভৰিখনো খুন্দিলে আৰু তাৰপিছত সেইদৰে|0|0
~/data/indictts/as/wavs-22k/train_assamesemale_03313.wav|শ্রেণী কোঠাৰ শিক্ষাৰ লগতে পাঠ্যক্রমৰ অংগৰূপে ভৱিষ্যতৰ কর্মভূমিৰ লগত পৰিচিত হবলৈ তেওঁলোক|1|0
~/data/indictts/as/wavs-22k/train_assamesefemale_08292.wav|গৃহ মন্ত্ৰালে বাধ্য কৰোৱা বুলি বিতৰ্ক চলি থকাৰ মাজতে|0|0
~/data/indictts/as/wavs-22k/train_assamesefemale_07878.wav|হাবি বননিত আম জামু বিচাৰি নাযায়|0|0
~/data/indictts/as/wavs-22k/train_assamesemale_08351.wav|এই উপন্যাসখন শেষ কৰিবলৈ হোঁহকা পিছলা কৰি থকা বাবে|1|0
~/data/indictts/as/wavs-22k/train_assamesefemale_02746.wav|তাত খোৱা আমাৰ নিত্য নৈমিত্তিক দিনলিপি আৰু বেচেৰী মধুৱে দি দি ভাগৰি পৰিছিল|0|0
~/data/indictts/as/wavs-22k/train_assamesefemale_00538.wav|ককাই নে এৰা ককাই মই এইখন তোমাৰ বাৰী|0|0
~/data/indictts/as/wavs-22k/train_assamesefemale_05875.wav|আচলতে ৰসৰাজ লক্ষীনাথ বেজবৰুৱাই কবৰ দৰে|0|0
~/data/indictts/as/wavs-22k/train_assamesemale_04200.wav|হাত খনত অলপ বাৰ্ণল লগাই দি কবলৈ ধৰিলে|1|0
~/data/indictts/as/wavs-22k/train_assamesefemale_02293.wav|তাই পুনৰ চকীখনলৈ উভতি আহিল|0|0
~/data/indictts/as/wavs-22k/train_assamesemale_01566.wav|কেইবাটাও মৃতদেহ আৱিষ্কৃত হৈছে|1|0
~/data/indictts/as/wavs-22k/train_assamesefemale_07222.wav|বন বিষয়া শিক্ষা বিষয়া ৰাজহ আবকাৰী আদিকে ধৰি|0|0
~/data/indictts/as/wavs-22k/train_assamesemale_00389.wav|ইয়াৰ পাছত শালিকাটিৰ গাত নিজৰ পানী গামোছাখন|1|0
~/data/indictts/as/wavs-22k/train_assamesefemale_03220.wav|এই কেইটাই যে সেইটো কাৰো বুজিবলৈ বাকী নাথাকিল|0|0
~/data/indictts/as/wavs-22k/train_assamesefemale_00798.wav|লৰৰ কোবত চোৰটো বাঘৰ পিঠিত আৰু ৰব|0|0
~/data/indictts/as/wavs-22k/train_assamesefemale_01872.wav|ভাই ভতিজাৰ লৰা ছোৱালীয়ে পিন্ধিব পৰা বয়স হলে সহজে সেইবোৰ হাত সলনি হয়|0|0
~/data/indictts/as/wavs-22k/train_assamesemale_06934.wav|লতাশিল থানাৰ বেৰেক গোহালিলৈ পৰ্যবসিত হোৱাৰ ফলত|1|0
~/data/indictts/as/wavs-22k/train_assamesefemale_01642.wav|অৰণ্যে অৰণ্যে কান্দি ফুৰিবলৈ ধৰিলে|0|0
~/data/indictts/as/wavs-22k/train_assamesemale_06010.wav|বাকী তিনিটা অংশ বীজগণিত বীজগণিতৰ সৈতে গোলাধ্যায় গোলকৰ সতে|1|0
~/data/indictts/as/wavs-22k/train_assamesemale_08070.wav|নিজা নিজা বাটপথ সকলোৱেই মেৰামতি কৰি ললে|1|0
~/data/indictts/as/wavs-22k/train_assamesefemale_03561.wav|দেৱী সীতাই অনায়াসে বাওঁহাতেৰে দাঙিব পৰা ধনুখন ৰাজসভালৈ আনোতে যিদৰে আনিছিল|0|0
~/data/indictts/as/wavs-22k/train_assamesemale_04490.wav|এই শীতাৰ্ত নিশ্চল নিৰ্জীৱ ছবি সেই একেটি খোজৰ অপেক্ষাত লেৰেলি গৈছে|1|0
~/data/indictts/as/wavs-22k/train_assamesemale_03115.wav|খুজিব গলেই আৰম্ভ হব এখন মহাভাৰতৰ|1|0
~/data/indictts/as/wavs-22k/train_assamesefemale_02733.wav|সেই সময়ৰ কাহিনী যেতিয়া আমাৰ যৌৱন আৰোহনৰ চন্দ শিখৰত আছিল|0|0
